Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2021 Revenue/Yr,2020 Revenue/Yr,2019 Revenue/Yr,2018 Revenue/Yr,2020 % Sales Growth,2019 % Sales Growth,2018 % Sales Growth,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2020 % Employee Growth,2019 % Employee Growth,2018 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source 
AtoZDatabases,2/22/2023,8/22/2023,Sherry Mitchell-Hill,,903 W Martin St,903,W,Martin,St,,San Antonio,TX,78207,903,Sherry Mitchell-Hill,Sherry,,Mitchell-Hill,Professional,Female,,,N/A,903 W Martin St,903,W,Martin,St,,San Antonio,TX,78207,903,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43008713,-98.501565,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,2013,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Sherry,Mitchell-Hill,Professional,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Small Steps,Small Steps Child Devmnt Ctr,810 West Ave,810,,West,Ave,,San Antonio,TX,78201,4009, ,,,,,,12,,"$408,000 ",810 West Ave,810,,West,Ave,,San Antonio,TX,78201,4009,(210) 785-9494,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.47009,-98.525722,,Child Day Care Services,,,No,8351001,Child Day Care Services,8322101,Child Development Programs,,,,,,,,,,,,,,,,,624410,Child Day Care Services,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,2010,,,,0,453000,357674,357674,208643,27,0,71,12,12,12,7,0,0,71,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Professional Group,,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362, ,,,,,,7,,"$253,000 ",806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4204081,-98.5276383,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,2020,,,,0,253000,0,0,0,0,0,0,7,,,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$2,500 to $7,499",,"$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Jannie Tadlock,,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,Jannie Tadlock,Jannie,,Tadlock,Professional,Female,,,N/A,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4204081,-98.5276383,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,2013,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Jannie,Tadlock,Professional,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Jessica Lansing,,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,Jessica Lansing,Jessica,,Lansing,Professional,Female,,,N/A,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4204081,-98.5276383,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,2013,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Jessica,Lansing,Professional,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Kathy L Paradise,,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,Kathy Paradise,Kathy,,Paradise,Professional,Female,,,N/A,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4204081,-98.5276383,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,2013,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Kathy,Paradise,Professional,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Junita L Rodriguez,,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,Junita Rodriguez,Junita,,Rodriguez,Professional,Female,,,N/A,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4204081,-98.5276383,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,2013,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Junita,Rodriguez,Professional,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Sa Live Ch 12,,800 Dolorosa,800,,Dolorosa,,,San Antonio,TX,78207,4559,Katie Fellows,Katie,Meyers,Fellows,Executive Officer,Female,64,,"$1,947,000 ",800 Dolorosa,800,,Dolorosa,,,San Antonio,TX,78207,4559,N/A,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4239153,-98.4988421,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,100 to 499,Private,No,"10,000 to 49,999",www.ksat.com,No,2021,,,,0,1909000,0,0,0,0,0,0,64,,,,0,0,0,Katie,Fellows,Executive Officer,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$25,000 to $99,999",,"$50,000 to $99,999",,"$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$50,000 to $99,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Mothers Against Drunk Driving,,800 Dolorosa,800,,Dolorosa,,,San Antonio,TX,78207,4559,Tal Pinckney,Tal,,Pinckney,Other Contacts,Unknown,15,690,N/A,800 Dolorosa,800,,Dolorosa,,,San Antonio,TX,78207,4559,(210) 349-0200,(210) 349-9204,(877) 275-6233,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4239153,-98.4988421,,Non-Profit Organizations,Branch,,No,8399039,Non-Profit Organizations,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,Yes,25 to 99,Private,No,"1,000 to 4,999",www.madd.org,No,1980,,,,0,0,0,0,0,0,0,0,15,,,,0,0,0,Tal,Pinckney,Other Contacts,Unknown,Marketing & Advertising,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11326E+13,No,Chain Location,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Elisabeth Zaragoza,,701 S Zarzamora St,701,S,Zarzamora,St,,San Antonio,TX,78207,5209,Elisabeth Zaragoza,Elisabeth,,Zaragoza,Other Contacts,Female,1,,"$84,000 ",701 S Zarzamora St,701,S,Zarzamora,St,,San Antonio,TX,78207,5209,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4215771,-98.5282214,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,2013,,,,0,84000,0,0,0,0,0,0,1,,,,0,0,0,Elisabeth,Zaragoza,Other Contacts,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Central Cardiovascular Inst of San Antonio,Central Cardiovascular-San Ant,6800 W Interstate 10 Ste 200,6800,W,Interstate,,,San Antonio,TX,78201,2041,Evelyn Sosa,Evelyn,,Sosa,Executive Officer,Female,165,,"$10,467,000 ",6800 W Interstate 10 Ste 200,6800,W,Interstate,,,San Antonio,TX,78201,2041,(210) 271-3203,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.490499,-98.547563,,Physicians & Surgeons,,,No,8011001,Physicians & Surgeons,8322124,Heart Disease Information & Treatment,8011161,Internal Medicine,8011219,Pediatrics,8011115,Cardiovascular Disease,8011162,Interventional Cardiology,8011197,Pediatric Cardiology,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,100 to 499,Private,No,"10,000 to 49,999",,No,2011,,,,0,10467000,30281351,30281351,30097828,-65,0,1,165,165,165,164,0,0,1,Evelyn,Sosa,Executive Officer,Female,Accounting & Finance,Steve,Burton,Manager,Male,Information Technology,Debbie,Gibbs,Manager,Female,Human Resources,Linda,Sherman,Manager,Female,Purchasing,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Methodist Hospital Texsan,,6700 W Interstate 10,6700,W,Interstate,,,San Antonio,TX,78201,2009,Amanda Wood,Amanda,,Wood,Executive Officer,Male,300,"2,575","$34,836,000 ",6700 W Interstate 10,6700,W,Interstate,,,San Antonio,TX,78201,2009,(210) 736-6700,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.49031992,-98.54667028,,Hospitals,Branch,,No,8062001,Hospitals,8011001,Physicians & Surgeons,8049001,Health Practitioners,8322008,Rehabilitation Services,8011161,Internal Medicine,8011141,Emergency Medicine,8011189,Orthopedic Surgery,8011140,Emergency Medical Services,8049097,Therapy,8011190,Orthopedic Surgery of the Spine,622110,General Medical and Surgical Hospitals,621111,Offices of Physicians (except Mental Health Specialists),621399,Offices of All Other Miscellaneous Health Practitioners,624190,Other Individual and Family Services,,,,,,,,,,,,,No,500 or more,Private,No,"50,000 or more",www.sahealth.com,No,1988,,,,0,34836000,50276772,50276772,51785075,-31,0,-3,300,300,300,309,0,0,-3,Amanda,Wood,Executive Officer,Male,Administration & Operations,Suraj,Maraj,Executive Officer,Male,Administration & Operations,Janet,Mirza,Executive Officer,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Morningside Manor,,602 Babcock Rd,602,,Babcock,Rd,,San Antonio,TX,78201,3101,Susan Romo,Susan,,Romo,Owner,Female,411,660,N/A,602 Babcock Rd,602,,Babcock,Rd,,San Antonio,TX,78201,3101,(210) 731-1000,(210) 731-1050,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4764682,-98.5482772,,Health Practitioners,Branch,,No,8049001,Health Practitioners,8361001,Residential Care,8322008,Rehabilitation Services,8051001,Skilled Nursing Care Facilities,8059009,Retirement Communities & Homes,8051002,Nursing & Convalescent Homes,8399039,Non-Profit Organizations,,,,,,,621399,Offices of All Other Miscellaneous Health Practitioners,623990,Other Residential Care Facilities,624190,Other Individual and Family Services,623110,Nursing Care Facilities (Skilled Nursing Facilities),623311,Continuing Care Retirement Communities,813319,Other Social Advocacy Organizations,,,,,,,,,Yes,500 or more,Private,No,"50,000 or more",www.mmliving.org,Yes,1959,,,,0,0,0,0,0,0,0,0,411,,,,0,0,0,Susan,Romo,Owner,Female,Administration & Operations,Bob,Hultgren,Executive Officer,Male,Administration & Operations,Jude,Morin,Manager,Unknown,Information Technology,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Shanina M Lous,,601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011, ,,,,,,19,,"$873,000 ",601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011,(210) 225-5481,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4316914,-98.5046598,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2019,,,,0,857000,822720,855629,0,4,-4,0,19,19,20,,0,-5,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Ochoasmith Margarita,,601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011, ,,,,,,19,,"$873,000 ",601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011,(210) 261-1000,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4316914,-98.5046598,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2019,,,,0,857000,839860,873454,0,2,-4,0,19,19,19,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Nancy Sue Tamburotre Ma Lpcs,,601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011, ,,,,,,13,,"$705,000 ",601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011,(210) 261-3001,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4316914,-98.5046598,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2022,,,,0,705000,0,0,0,0,0,0,13,,,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Texas Diabetes Institute,,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Roberta Washburn,Roberta,,Washburn,Other Contacts,Female,200,,"$6,381,000 ",,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,100 to 499,Private,No,"10,000 to 49,999",www.universityhealthsystem.com,No,2010,,,,0,6381000,13290914,13290914,13623187,-52,0,-2,200,200,200,205,0,0,-2,Roberta,Washburn,Other Contacts,Female,Health & Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Angela Casias,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Angela Casias,Angela,,Casias,Professional,Female,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,www.universityhealthsystem.com,No,2017,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Angela,Casias,Professional,Female,Health & Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Jane Lynch,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Jane Lynch,Jane,,Lynch,Professional,Female,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,www.universityhealthsystem.com,No,2017,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,Jane,Lynch,Professional,Female,Health & Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
